2022-06-08 23:03:02,727 INFO  Logger.cs: 70 - 
2022-06-08 23:05:55,904 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-06-08 23:06:04,802 INFO  ExportPropertyManager.cs: 1078 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-06-08 23:06:40,989 INFO  ExportPropertyManager.cs: 1078 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-06-08 23:06:41,386 INFO  ExportPropertyManager.cs: 1078 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-06-08 23:06:54,182 INFO  ExportPropertyManager.cs: 456 - Configuration saved
2022-06-08 23:06:54,334 INFO  ExportPropertyManager.cs: 1184 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-06-08 23:07:35,554 INFO  SwAddin.cs: 271 - Assembly export called for file ssmm_mobile.SLDASM
2022-06-08 23:07:35,554 INFO  SwAddin.cs: 276 - Save is required
2022-06-08 23:07:35,554 INFO  SwAddin.cs: 290 - Saving assembly
2022-06-08 23:07:35,829 INFO  SwAddin.cs: 293 - Opening property manager
2022-06-08 23:07:35,829 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from ssmm_mobile.SLDASM
2022-06-08 23:07:35,830 INFO  ExportHelperExtension.cs: 1142 - Found 24 in ssmm_mobile.SLDASM
2022-06-08 23:07:35,830 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in ssmm_mobile.SLDASM
2022-06-08 23:07:35,831 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2022-06-08 23:07:35,831 INFO  ExportHelperExtension.cs: 1167 - 1 components to check
2022-06-08 23:07:35,831 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from Mobile_Assy-1
2022-06-08 23:07:35,832 INFO  ExportHelperExtension.cs: 1142 - Found 34 in Mobile_Assy-1
2022-06-08 23:07:35,832 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in Mobile_Assy-1
2022-06-08 23:07:35,832 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from ssmm_mobile.SLDASM
2022-06-08 23:07:35,833 INFO  ExportHelperExtension.cs: 1142 - Found 24 in ssmm_mobile.SLDASM
2022-06-08 23:07:35,833 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in ssmm_mobile.SLDASM
2022-06-08 23:07:35,833 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2022-06-08 23:07:35,834 INFO  ExportHelperExtension.cs: 1167 - 1 components to check
2022-06-08 23:07:35,834 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from Mobile_Assy-1
2022-06-08 23:07:35,834 INFO  ExportHelperExtension.cs: 1142 - Found 34 in Mobile_Assy-1
2022-06-08 23:07:35,835 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in Mobile_Assy-1
2022-06-08 23:07:36,050 INFO  SwAddin.cs: 316 - Loading config tree
2022-06-08 23:07:36,053 INFO  Serialization.cs: 275 - URDF Configuration found
